concept,stratum,semantic_type,selection_status,source_feasibility,storage_slug,source,source_slot,candidate_filename,accepted_filename,candidate_relpath,accepted_relpath,candidate_record_id,candidate_source_url,acquisition_method,acquisition_query,source_class_label,source_class_id,proxy_used,clip_score,review_status,rejection_reason,diversity_notes,license_or_terms,curator_initials,reviewed_at,notes
wolf,animals,entity,planned_core,medium,wolf,unsplash,1,wolf_unsplash_candidate_001.jpg,wolf_unsplash_01.jpg,data/scale250_fresh_candidates/unsplash/wolf/wolf_unsplash_candidate_001.jpg,data/images_250_fresh/wolf/wolf_unsplash_01.jpg,zkTGTLml8Wk,https://plus.unsplash.com/premium_photo-1700167450913-381df43fe71a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MXx8d29sZiUyMHdpbGRsaWZlfGVufDB8fHx8MTc3MzQ1NjM4Nnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,wolf wildlife,,,false,0.2833,accepted_auto,,,,,2026-03-14 13:48:20,
wolf,animals,entity,planned_core,medium,wolf,unsplash,2,wolf_unsplash_candidate_002.jpg,wolf_unsplash_02.jpg,data/scale250_fresh_candidates/unsplash/wolf/wolf_unsplash_candidate_002.jpg,data/images_250_fresh/wolf/wolf_unsplash_02.jpg,C9GXtin5zJM,https://images.unsplash.com/photo-1655570924609-4b33a1ed6d6a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8d29sZiUyMHdpbGRsaWZlfGVufDB8fHx8MTc3MzQ1NjM4Nnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,wolf wildlife,,,false,0.2973,accepted_auto,,,,,2026-03-14 13:48:21,
wolf,animals,entity,planned_core,medium,wolf,unsplash,3,wolf_unsplash_candidate_003.jpg,wolf_unsplash_03.jpg,data/scale250_fresh_candidates/unsplash/wolf/wolf_unsplash_candidate_003.jpg,data/images_250_fresh/wolf/wolf_unsplash_03.jpg,H0GRu4Dq2Bc,https://images.unsplash.com/photo-1559736139-6531cc82432e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8d29sZiUyMHdpbGRsaWZlfGVufDB8fHx8MTc3MzQ1NjM4Nnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,wolf wildlife,,,false,0.3014,accepted_auto,,,,,2026-03-14 13:48:21,
wolf,animals,entity,planned_core,medium,wolf,unsplash,4,wolf_unsplash_candidate_004.jpg,wolf_unsplash_04.jpg,data/scale250_fresh_candidates/unsplash/wolf/wolf_unsplash_candidate_004.jpg,data/images_250_fresh/wolf/wolf_unsplash_04.jpg,MZVTalo8VcM,https://images.unsplash.com/photo-1551791738-61d1f75d6166?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8d29sZiUyMHdpbGRsaWZlfGVufDB8fHx8MTc3MzQ1NjM4Nnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,wolf wildlife,,,false,0.2719,accepted_auto,,,,,2026-03-14 13:48:21,
wolf,animals,entity,planned_core,medium,wolf,unsplash,5,wolf_unsplash_candidate_005.jpg,wolf_unsplash_05.jpg,data/scale250_fresh_candidates/unsplash/wolf/wolf_unsplash_candidate_005.jpg,data/images_250_fresh/wolf/wolf_unsplash_05.jpg,riT0KURRcdg,https://plus.unsplash.com/premium_photo-1661964479726-26cd28db77a8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8d29sZiUyMHdpbGRsaWZlfGVufDB8fHx8MTc3MzQ1NjM4Nnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,wolf wildlife,,,false,0.3062,accepted_auto,,,,,2026-03-14 13:48:21,
cat,animals,entity,planned_core,high,cat,imagenet,1,cat_imagenet_candidate_001.jpg,cat_imagenet_01.jpg,data/scale250_fresh_candidates/imagenet/cat/cat_imagenet_candidate_001.jpg,data/images_250_fresh/cat/cat_imagenet_01.jpg,imagenet_val_14100,mrm8488/ImageNet1K-val,imagenet_label_match,tiger cat; Persian cat; Siamese cat; Egyptian cat; Madagascar cat,tiger cat,282,false,0.2854,accepted_auto,,,,,2026-03-14 13:48:53,
cat,animals,entity,planned_core,high,cat,imagenet,2,cat_imagenet_candidate_002.jpg,cat_imagenet_02.jpg,data/scale250_fresh_candidates/imagenet/cat/cat_imagenet_candidate_002.jpg,data/images_250_fresh/cat/cat_imagenet_02.jpg,imagenet_val_14101,mrm8488/ImageNet1K-val,imagenet_label_match,tiger cat; Persian cat; Siamese cat; Egyptian cat; Madagascar cat,tiger cat,282,false,0.2515,accepted_auto,,,,,2026-03-14 13:48:53,
cat,animals,entity,planned_core,high,cat,imagenet,3,cat_imagenet_candidate_003.jpg,cat_imagenet_03.jpg,data/scale250_fresh_candidates/imagenet/cat/cat_imagenet_candidate_003.jpg,data/images_250_fresh/cat/cat_imagenet_03.jpg,imagenet_val_14102,mrm8488/ImageNet1K-val,imagenet_label_match,tiger cat; Persian cat; Siamese cat; Egyptian cat; Madagascar cat,tiger cat,282,false,0.2811,accepted_auto,,,,,2026-03-14 13:48:53,
cat,animals,entity,planned_core,high,cat,imagenet,4,cat_imagenet_candidate_004.jpg,cat_imagenet_04.jpg,data/scale250_fresh_candidates/imagenet/cat/cat_imagenet_candidate_004.jpg,data/images_250_fresh/cat/cat_imagenet_04.jpg,imagenet_val_14103,mrm8488/ImageNet1K-val,imagenet_label_match,tiger cat; Persian cat; Siamese cat; Egyptian cat; Madagascar cat,tiger cat,282,false,0.2376,accepted_auto,,,,,2026-03-14 13:48:53,
cat,animals,entity,planned_core,high,cat,imagenet,5,cat_imagenet_candidate_005.jpg,cat_imagenet_05.jpg,data/scale250_fresh_candidates/imagenet/cat/cat_imagenet_candidate_005.jpg,data/images_250_fresh/cat/cat_imagenet_05.jpg,imagenet_val_14104,mrm8488/ImageNet1K-val,imagenet_label_match,tiger cat; Persian cat; Siamese cat; Egyptian cat; Madagascar cat,tiger cat,282,false,0.2153,accepted_auto,,,,,2026-03-14 13:48:53,
cat,animals,entity,planned_core,high,cat,openimages,1,cat_openimages_candidate_001.jpg,cat_openimages_01.jpg,data/scale250_fresh_candidates/openimages/cat/cat_openimages_candidate_001.jpg,data/images_250_fresh/cat/cat_openimages_01.jpg,0060dfb7f9a468b5,/Users/hi/fiftyone/open-images-v7/validation/data/0060dfb7f9a468b5.jpg,openimages_detection_exact,Cat,Cat,Cat,false,0.2684,accepted_auto,,,,,2026-03-14 13:48:55,
cat,animals,entity,planned_core,high,cat,openimages,2,cat_openimages_candidate_002.jpg,cat_openimages_02.jpg,data/scale250_fresh_candidates/openimages/cat/cat_openimages_candidate_002.jpg,data/images_250_fresh/cat/cat_openimages_02.jpg,00bdb008eb688497,/Users/hi/fiftyone/open-images-v7/validation/data/00bdb008eb688497.jpg,openimages_detection_exact,Cat,Cat,Cat,false,0.2513,accepted_auto,,,,,2026-03-14 13:48:55,
cat,animals,entity,planned_core,high,cat,openimages,3,cat_openimages_candidate_003.jpg,cat_openimages_03.jpg,data/scale250_fresh_candidates/openimages/cat/cat_openimages_candidate_003.jpg,data/images_250_fresh/cat/cat_openimages_03.jpg,02fcc80210b7cd5b,/Users/hi/fiftyone/open-images-v7/validation/data/02fcc80210b7cd5b.jpg,openimages_detection_exact,Cat,Cat,Cat,false,0.2582,accepted_auto,,,,,2026-03-14 13:48:55,
cat,animals,entity,planned_core,high,cat,openimages,4,cat_openimages_candidate_004.jpg,cat_openimages_04.jpg,data/scale250_fresh_candidates/openimages/cat/cat_openimages_candidate_004.jpg,data/images_250_fresh/cat/cat_openimages_04.jpg,039beb511fd1e7f7,/Users/hi/fiftyone/open-images-v7/validation/data/039beb511fd1e7f7.jpg,openimages_detection_exact,Cat,Cat,Cat,false,0.2698,accepted_auto,,,,,2026-03-14 13:48:55,
cat,animals,entity,planned_core,high,cat,openimages,5,cat_openimages_candidate_005.jpg,cat_openimages_05.jpg,data/scale250_fresh_candidates/openimages/cat/cat_openimages_candidate_005.jpg,data/images_250_fresh/cat/cat_openimages_05.jpg,03ff0c4a800af9ec,/Users/hi/fiftyone/open-images-v7/validation/data/03ff0c4a800af9ec.jpg,openimages_detection_exact,Cat,Cat,Cat,false,0.2676,accepted_auto,,,,,2026-03-14 13:48:55,
cat,animals,entity,planned_core,high,cat,unsplash,1,cat_unsplash_candidate_001.jpg,cat_unsplash_01.jpg,data/scale250_fresh_candidates/unsplash/cat/cat_unsplash_candidate_001.jpg,data/images_250_fresh/cat/cat_unsplash_01.jpg,gz0rGe7mhL8,https://plus.unsplash.com/premium_photo-1667030474693-6d0632f97029?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MXx8Y2F0fGVufDB8fHx8MTc3MzQ0MTYxOHww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,cat,,,false,0.2880,accepted_auto,,,,,2026-03-14 13:49:22,
cat,animals,entity,planned_core,high,cat,unsplash,2,cat_unsplash_candidate_002.jpg,cat_unsplash_02.jpg,data/scale250_fresh_candidates/unsplash/cat/cat_unsplash_candidate_002.jpg,data/images_250_fresh/cat/cat_unsplash_02.jpg,gKXKBY-C-Dk,https://images.unsplash.com/photo-1514888286974-6c03e2ca1dba?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Y2F0fGVufDB8fHx8MTc3MzQ0MTYxOHww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,cat,,,false,0.2971,accepted_auto,,,,,2026-03-14 13:49:22,
cat,animals,entity,planned_core,high,cat,unsplash,3,cat_unsplash_candidate_003.jpg,cat_unsplash_03.jpg,data/scale250_fresh_candidates/unsplash/cat/cat_unsplash_candidate_003.jpg,data/images_250_fresh/cat/cat_unsplash_03.jpg,75715CVEJhI,https://images.unsplash.com/photo-1573865526739-10659fec78a5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8Y2F0fGVufDB8fHx8MTc3MzQ0MTYxOHww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,cat,,,false,0.2819,accepted_auto,,,,,2026-03-14 13:49:22,
cat,animals,entity,planned_core,high,cat,unsplash,4,cat_unsplash_candidate_004.jpg,cat_unsplash_04.jpg,data/scale250_fresh_candidates/unsplash/cat/cat_unsplash_candidate_004.jpg,data/images_250_fresh/cat/cat_unsplash_04.jpg,mJaD10XeD7w,https://images.unsplash.com/photo-1495360010541-f48722b34f7d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8Y2F0fGVufDB8fHx8MTc3MzQ0MTYxOHww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,cat,,,false,0.2770,accepted_auto,,,,,2026-03-14 13:49:23,
cat,animals,entity,planned_core,high,cat,unsplash,5,cat_unsplash_candidate_005.jpg,cat_unsplash_05.jpg,data/scale250_fresh_candidates/unsplash/cat/cat_unsplash_candidate_005.jpg,data/images_250_fresh/cat/cat_unsplash_05.jpg,cQAoMJ2utDA,https://plus.unsplash.com/premium_photo-1677545183884-421157b2da02?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8Y2F0fGVufDB8fHx8MTc3MzQ0MTYxOHww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,cat,,,false,0.2763,accepted_auto,,,,,2026-03-14 13:49:23,
dog,animals,entity,planned_core,high,dog,imagenet,1,dog_imagenet_candidate_001.jpg,dog_imagenet_01.jpg,data/scale250_fresh_candidates/imagenet/dog/dog_imagenet_candidate_001.jpg,data/images_250_fresh/dog/dog_imagenet_01.jpg,imagenet_val_7600,mrm8488/ImageNet1K-val,imagenet_label_match,Japanese spaniel; Maltese dog; Blenheim spaniel; toy terrier; beagle; American Staffordshire terrier; Bedlington terrier; Border terrier,Japanese spaniel,152,true,0.2495,accepted_auto,,,,,2026-03-14 13:51:01,
dog,animals,entity,planned_core,high,dog,imagenet,2,dog_imagenet_candidate_002.jpg,dog_imagenet_02.jpg,data/scale250_fresh_candidates/imagenet/dog/dog_imagenet_candidate_002.jpg,data/images_250_fresh/dog/dog_imagenet_02.jpg,imagenet_val_7601,mrm8488/ImageNet1K-val,imagenet_label_match,Japanese spaniel; Maltese dog; Blenheim spaniel; toy terrier; beagle; American Staffordshire terrier; Bedlington terrier; Border terrier,Japanese spaniel,152,true,0.2604,accepted_auto,,,,,2026-03-14 13:51:01,
dog,animals,entity,planned_core,high,dog,imagenet,3,dog_imagenet_candidate_003.jpg,dog_imagenet_03.jpg,data/scale250_fresh_candidates/imagenet/dog/dog_imagenet_candidate_003.jpg,data/images_250_fresh/dog/dog_imagenet_03.jpg,imagenet_val_7602,mrm8488/ImageNet1K-val,imagenet_label_match,Japanese spaniel; Maltese dog; Blenheim spaniel; toy terrier; beagle; American Staffordshire terrier; Bedlington terrier; Border terrier,Japanese spaniel,152,true,0.2732,accepted_auto,,,,,2026-03-14 13:51:01,
dog,animals,entity,planned_core,high,dog,imagenet,4,dog_imagenet_candidate_004.jpg,dog_imagenet_04.jpg,data/scale250_fresh_candidates/imagenet/dog/dog_imagenet_candidate_004.jpg,data/images_250_fresh/dog/dog_imagenet_04.jpg,imagenet_val_7603,mrm8488/ImageNet1K-val,imagenet_label_match,Japanese spaniel; Maltese dog; Blenheim spaniel; toy terrier; beagle; American Staffordshire terrier; Bedlington terrier; Border terrier,Japanese spaniel,152,true,0.2632,accepted_auto,,,,,2026-03-14 13:51:01,
dog,animals,entity,planned_core,high,dog,imagenet,5,dog_imagenet_candidate_005.jpg,dog_imagenet_05.jpg,data/scale250_fresh_candidates/imagenet/dog/dog_imagenet_candidate_005.jpg,data/images_250_fresh/dog/dog_imagenet_05.jpg,imagenet_val_7604,mrm8488/ImageNet1K-val,imagenet_label_match,Japanese spaniel; Maltese dog; Blenheim spaniel; toy terrier; beagle; American Staffordshire terrier; Bedlington terrier; Border terrier,Japanese spaniel,152,true,0.2637,accepted_auto,,,,,2026-03-14 13:51:01,
dog,animals,entity,planned_core,high,dog,openimages,1,dog_openimages_candidate_001.jpg,dog_openimages_01.jpg,data/scale250_fresh_candidates/openimages/dog/dog_openimages_candidate_001.jpg,data/images_250_fresh/dog/dog_openimages_01.jpg,0007cebe1b2ba653,/Users/hi/fiftyone/open-images-v7/validation/data/0007cebe1b2ba653.jpg,openimages_detection_exact,Dog,Dog,Dog,false,0.2758,accepted_auto,,,,,2026-03-14 13:51:10,
dog,animals,entity,planned_core,high,dog,openimages,2,dog_openimages_candidate_002.jpg,dog_openimages_02.jpg,data/scale250_fresh_candidates/openimages/dog/dog_openimages_candidate_002.jpg,data/images_250_fresh/dog/dog_openimages_02.jpg,0007d6cf88afaa4a,/Users/hi/fiftyone/open-images-v7/validation/data/0007d6cf88afaa4a.jpg,openimages_detection_exact,Dog,Dog,Dog,false,0.2705,accepted_auto,,,,,2026-03-14 13:51:10,
dog,animals,entity,planned_core,high,dog,openimages,3,dog_openimages_candidate_003.jpg,dog_openimages_03.jpg,data/scale250_fresh_candidates/openimages/dog/dog_openimages_candidate_003.jpg,data/images_250_fresh/dog/dog_openimages_03.jpg,0008e425fb49a2bf,/Users/hi/fiftyone/open-images-v7/validation/data/0008e425fb49a2bf.jpg,openimages_detection_exact,Dog,Dog,Dog,false,0.2648,accepted_auto,,,,,2026-03-14 13:51:10,
dog,animals,entity,planned_core,high,dog,openimages,4,dog_openimages_candidate_004.jpg,dog_openimages_04.jpg,data/scale250_fresh_candidates/openimages/dog/dog_openimages_candidate_004.jpg,data/images_250_fresh/dog/dog_openimages_04.jpg,000c4d66ce89aa69,/Users/hi/fiftyone/open-images-v7/validation/data/000c4d66ce89aa69.jpg,openimages_detection_exact,Dog,Dog,Dog,false,0.2729,accepted_auto,,,,,2026-03-14 13:51:10,
dog,animals,entity,planned_core,high,dog,openimages,5,dog_openimages_candidate_005.jpg,dog_openimages_05.jpg,data/scale250_fresh_candidates/openimages/dog/dog_openimages_candidate_005.jpg,data/images_250_fresh/dog/dog_openimages_05.jpg,0022d0ab1e1347ab,/Users/hi/fiftyone/open-images-v7/validation/data/0022d0ab1e1347ab.jpg,openimages_detection_exact,Dog,Dog,Dog,false,0.2575,accepted_auto,,,,,2026-03-14 13:51:10,
dog,animals,entity,planned_core,high,dog,unsplash,1,dog_unsplash_candidate_001.jpg,dog_unsplash_01.jpg,data/scale250_fresh_candidates/unsplash/dog/dog_unsplash_candidate_001.jpg,data/images_250_fresh/dog/dog_unsplash_01.jpg,FTbC150wV8Q,https://plus.unsplash.com/premium_photo-1666777247416-ee7a95235559?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MXx8ZG9nfGVufDB8fHx8MTc3MzM2NDEyM3ww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,dog,,,false,0.2698,accepted_auto,,,,,2026-03-14 13:52:12,
dog,animals,entity,planned_core,high,dog,unsplash,2,dog_unsplash_candidate_002.jpg,dog_unsplash_02.jpg,data/scale250_fresh_candidates/unsplash/dog/dog_unsplash_candidate_002.jpg,data/images_250_fresh/dog/dog_unsplash_02.jpg,yihlaRCCvd4,https://images.unsplash.com/photo-1530281700549-e82e7bf110d6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8ZG9nfGVufDB8fHx8MTc3MzM2NDEyM3ww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,dog,,,false,0.2610,accepted_auto,,,,,2026-03-14 13:52:12,
dog,animals,entity,planned_core,high,dog,unsplash,3,dog_unsplash_candidate_003.jpg,dog_unsplash_03.jpg,data/scale250_fresh_candidates/unsplash/dog/dog_unsplash_candidate_003.jpg,data/images_250_fresh/dog/dog_unsplash_03.jpg,N04FIfHhv_k,https://images.unsplash.com/photo-1561037404-61cd46aa615b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8ZG9nfGVufDB8fHx8MTc3MzM2NDEyM3ww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,dog,,,false,0.2822,accepted_auto,,,,,2026-03-14 13:52:12,
dog,animals,entity,planned_core,high,dog,unsplash,4,dog_unsplash_candidate_004.jpg,dog_unsplash_04.jpg,data/scale250_fresh_candidates/unsplash/dog/dog_unsplash_candidate_004.jpg,data/images_250_fresh/dog/dog_unsplash_04.jpg,mx0DEnfYxic,https://images.unsplash.com/photo-1503256207526-0d5d80fa2f47?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8ZG9nfGVufDB8fHx8MTc3MzM2NDEyM3ww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,dog,,,false,0.2816,accepted_auto,,,,,2026-03-14 13:52:12,
dog,animals,entity,planned_core,high,dog,unsplash,5,dog_unsplash_candidate_005.jpg,dog_unsplash_05.jpg,data/scale250_fresh_candidates/unsplash/dog/dog_unsplash_candidate_005.jpg,data/images_250_fresh/dog/dog_unsplash_05.jpg,FP5M2q3M4J0,https://plus.unsplash.com/premium_photo-1694819488591-a43907d1c5cc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8ZG9nfGVufDB8fHx8MTc3MzM2NDEyM3ww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,dog,,,false,0.2812,accepted_auto,,,,,2026-03-14 13:52:12,
fern,plants_fungi,entity,planned_core,medium,fern,openimages,0,fern_openimages_candidate_001.jpg,,data/scale250_fresh_candidates/openimages/fern/fern_openimages_candidate_001.jpg,,00f695485d605b32,/Users/hi/fiftyone/open-images-v7/validation/data/00f695485d605b32.jpg,openimages_detection_proxy,Plant; Houseplant,Plant,Plant,true,0.2199,rejected_auto,bbox_area_too_small,,,,2026-03-14 13:52:20,Retired from active manifest and replaced by 'bolete'.
fern,plants_fungi,entity,planned_core,medium,fern,openimages,1,fern_openimages_candidate_002.jpg,fern_openimages_01.jpg,data/scale250_fresh_candidates/openimages/fern/fern_openimages_candidate_002.jpg,data/images_250_fresh/fern/fern_openimages_01.jpg,016b7e5c231d8ac5,/Users/hi/fiftyone/open-images-v7/validation/data/016b7e5c231d8ac5.jpg,openimages_detection_proxy,Plant; Houseplant,Plant,Plant,true,0.2373,retired_concept_swap,,,,,2026-03-14 13:52:20,Retired from active manifest and replaced by 'bolete'.
fern,plants_fungi,entity,planned_core,medium,fern,openimages,2,fern_openimages_candidate_003.jpg,fern_openimages_02.jpg,data/scale250_fresh_candidates/openimages/fern/fern_openimages_candidate_003.jpg,data/images_250_fresh/fern/fern_openimages_02.jpg,0541fb11de1df8de,/Users/hi/fiftyone/open-images-v7/validation/data/0541fb11de1df8de.jpg,openimages_detection_proxy,Plant; Houseplant,Plant,Plant,true,0.2506,retired_concept_swap,,,,,2026-03-14 13:52:20,Retired from active manifest and replaced by 'bolete'.
fern,plants_fungi,entity,planned_core,medium,fern,openimages,3,fern_openimages_candidate_004.jpg,fern_openimages_03.jpg,data/scale250_fresh_candidates/openimages/fern/fern_openimages_candidate_004.jpg,data/images_250_fresh/fern/fern_openimages_03.jpg,0621a9f83d058188,/Users/hi/fiftyone/open-images-v7/validation/data/0621a9f83d058188.jpg,openimages_detection_proxy,Plant; Houseplant,Plant,Plant,true,0.2277,retired_concept_swap,,,,,2026-03-14 13:52:20,Retired from active manifest and replaced by 'bolete'.
